순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2807391,15-2803925,16-2807392,17-2804772,18-2803923,19-2806339,20-2804765,21-2803921,22-2806337,23-2806394,24-2803919,25-2804592,26-2804044,27-2804590,28-2804042,29-2804040,30-2804038,31-2804036,32-2804033,33-2800268,34-2804528,35-2804527
1-2800269,0,0.9989815947701196,1.0016723380552544,0.9953788190315304,0.9989439209921254,1.0021359445539517,0.9973750582398728,0.9984169514126175,1.0117511958386158,1.0024324659172101,1.0030738300188435,1.0035707432278937,1.0030562542253634,1.005540947050789,1.0047953494407664,1.0051649778822482,1.004839725566041,1.08881695365021,1.2410971111726816,1.399539184669702,1.5385917757327623,1.6863158019105389,1.8374202551321415,1.7869041071139136,1.9341654627776093,3.0295084469739235,3.4607926005368426,4.1813562398184905,5.051935055893172,6.45202041762402,7.649350077497535,18.14785691433991,15.698235468445887,19.59199078915131,34.127926608712755
2-2805488,,0,1.0048549440877443,0.9937551860976039,0.9989318868348576,1.0029910926734393,0.9969835647870999,0.9982974142610239,1.0140444901412675,1.0029303383962764,1.003625675170638,1.004140078576277,1.0035237639940116,1.0062516554922287,1.005387045361092,1.0057463374277333,1.0053520080406304,1.0970223092624503,1.2649767493065252,1.4421561422811924,1.5996846115835037,1.769269694988787,1.9387570966733012,1.8756984884427883,1.7932688343188887,2.5239360643367506,2.849693144268764,3.3753654186831645,3.980061489010857,4.890345049603443,5.6143962619822485,10.391804091191466,10.201535367055996,18.369743326648322,31.376399471917
3-2807373,,,0,0.9869228044341957,0.9967404611782976,1.0024368597476068,0.9949410360957184,0.9968672241785842,1.0156899311576617,1.0026629671214677,1.0034674904618601,1.0040563116950432,1.0033807628050633,1.0063922175959799,1.0054371411558545,1.0058233446542695,1.0053916915249768,1.104735237557442,1.2886408874261783,1.4853803273093507,1.6626481164184144,1.856131504671294,2.045048900795647,1.9674083866846894,1.867908524485964,2.1848433816099693,2.4487945889650695,2.8652273944723503,3.3295156388950824,4.001258091215858,4.513973811997898,7.479026448055678,7.4920491903910955,11.486022046398068,15.849474685196633
4-2800272,,,,0,1.011532534672168,1.0169355100451138,1.0007846095049113,1.002321584162187,1.027490770045012,1.0072508182856668,1.0078404032967971,1.0080848447335822,1.0068602354147034,1.0102071123180405,1.0087802250381428,1.0089090509108063,1.008144084909027,1.05719187610604,1.254535901235681,1.4690913244546526,1.665568538614653,1.8835173927690574,2.0961795292434218,2.005353538230994,1.8914616348735664,1.7976146921669043,1.9530666736151494,2.2534599332749803,2.5758589503256077,3.0214517309619424,3.3464195904660006,4.999685215556148,5.1008291757018025,6.921323180829713,8.477073874717808
5-2803582,,,,,0,1.0257610140300943,0.9907152083808235,0.9970490610444618,1.0294306913799325,1.0037044131215596,1.0048177876607989,1.0055015545247317,1.00438199354062,1.0084311395762993,1.0069705734724057,1.0073091555604103,1.0066157896578767,1.0058743099670717,1.034237500836156,1.2072753871868203,1.3631896354548672,1.5327532247946476,1.7190498218392138,1.6663149241347517,1.5978798264956604,1.562082844982141,1.693974988464622,1.9421287385719517,2.2033075743060357,2.5563126327487633,2.8083131588995904,4.023122290905621,4.1371149274559444,5.371020924673732,6.340393028793755
6-2803603,,,,,,0,0.9435803703831431,0.9815682433600278,1.030515402970821,0.99991932863826,1.001689622640305,1.0029209810925535,1.0020130328605947,1.0066890034519314,1.0052644322740312,1.0058280655487573,1.0052382230692758,1.0045328411897008,1.0047128380196941,1.0717464154545264,1.2086824909051808,1.3560824187968634,1.5292340083087077,1.4930250624594583,1.4449153830399315,1.4357350255722028,1.5558501477699722,1.7784313577591793,2.010284533042246,2.3207263597042953,2.5388546444975657,3.564117406767093,3.682643605863711,4.687482361580073,5.4479436713353495
7-2803602,,,,,,,0,1.0069899670698306,1.0550035537868472,1.0081583690323275,1.0089484655413707,1.0091282824025163,1.0072589043626705,1.011787999007952,1.0097298309492846,1.0097788504542864,1.0087229814988323,1.00775101102453,1.0076393534009898,1.0059091223676846,1.10993318523113,1.2437791827769862,1.408304782271273,1.3817334096410212,1.3456778301030692,1.3523880913752147,1.4652107183356653,1.671578157315667,1.8850468782759928,2.16809950981446,2.366593280591672,3.2808083242035293,3.398457752371806,4.273021790300718,4.919763403995798
8-2800274,,,,,,,,0,1.089891755286435,1.008485077966335,1.0093979237165809,1.0095244271909425,1.0073005708618477,1.0124467958110648,1.01006214594101,1.0100706127767172,1.0088828344449445,1.00781619390698,1.0076890797642009,1.005832597846843,1.006373657249812,1.0907234019398742,1.2438452904373292,1.2291353533129326,1.2081685937747335,1.2350457627660199,1.3377150414330223,1.5223283182621739,1.7121255615943527,1.9607780289441072,2.132947815606214,2.9102334770948457,3.0281142096512714,3.7499137683625743,4.268420774487857
9-2803847,,,,,,,,,0,0.9492689691034362,0.9660111027064449,0.9773500555015032,0.9812037820342053,0.9911767245212665,0.9912922499851994,0.9942839585806629,0.9950827950556193,0.9949915631288975,0.9962904839943767,0.9952988179816612,0.9965938004815412,0.9949671925079141,1.0449103303708762,1.042688202992183,1.037958556015239,1.0868990528708211,1.1775039382732317,1.3377740190561618,1.5000593345344855,1.710445396234509,1.8550107210553366,2.4891299768149686,2.604149708013712,3.1735028740988525,3.569772402622717
10-2803599,,,,,,,,,,0,1.0135769334942013,1.0115628788294777,1.0058287956673644,1.0047971006016128,1.0021861109682013,1.0039036327462312,1.0032345337012194,1.0022836487348499,1.002874054673006,1.000941068776473,1.0020343278677277,0.9997370659655092,1.0018620329045897,1.002108307842535,1.0004495091599048,1.058446006670719,1.0566416300126773,1.103436038859672,1.2335525692083313,1.399520011150021,1.5119604031173863,1.9890921368311416,2.097148318547067,2.5078485560431836,2.782976332569214
