순번_정류장ID,1-2803703,2-2804580,3-2804213,4-2804211,5-2804209,6-2804207,7-2804205,8-2804204,9-2806290,10-2804202,11-2806292,12-2804578,13-2803609,14-2806232,15-2803608,16-2803607,17-2803606,18-2806297,19-2803616,20-2803853,21-2803850,22-2803617,23-2806299,24-2803618,25-2806300,26-2803600,27-2800273,28-2803601,29-2804331,30-2803581,31-2800271,32-2804749,33-2805489,34-2807150,35-2804581,36-2804582,37-2807389,38-2800267,39-2804032
18-2806297,,,,,,,,,,,,,,,,,,0,0.319399,0.517954,0.914316,1.509786,2.034471,2.30088,2.618081,3.3043400000000003,3.765621,3.976348,4.1480559999999995,4.405722,4.890171,4.936109,5.390035,5.7638050000000005,6.092068,6.389024,6.52402,6.7541080000000004,6.333486
19-2803616,,,,,,,,,,,,,,,,,,,0,0.198555,0.594917,1.190388,1.7150720000000002,1.981482,2.298682,2.984941,3.4462230000000003,3.65695,3.8286580000000003,4.086323999999999,4.570772,4.616709999999999,5.0706370000000005,5.444407,5.77267,6.069625,6.2046220000000005,6.43471,6.014088
20-2803853,,,,,,,,,,,,,,,,,,,,0,0.396362,0.9918319999999999,1.5165170000000001,1.7829270000000002,2.100127,2.7863860000000003,3.247668,3.458394,3.6301019999999995,3.887768,4.372217,4.4181550000000005,4.872081,5.245851999999999,5.574114,5.87107,6.006067,6.236154,5.815532
21-2803850,,,,,,,,,,,,,,,,,,,,,0,0.5954699999999999,1.120155,1.386565,1.7037650000000002,2.3900240000000004,2.851306,3.062032,3.23374,3.4914059999999996,3.975855,4.021793,4.47572,4.84949,5.177753,5.474708000000001,5.609705,5.839792,5.4191709999999995
22-2803617,,,,,,,,,,,,,,,,,,,,,,0,0.5246850000000001,0.792095,1.1092950000000001,1.795554,2.256836,2.467562,2.6392700000000002,2.896936,3.381385,3.4273230000000003,3.881249,4.25502,4.583282,4.880237999999999,5.015235,5.245322,4.8247
23-2806299,,,,,,,,,,,,,,,,,,,,,,,0,0.26741,0.5846100000000001,1.270869,1.7321509999999998,1.942877,2.114585,2.372251,2.8567,2.902638,3.356564,3.7303349999999997,4.058597,4.355553,4.49055,4.720637,4.300015
24-2803618,,,,,,,,,,,,,,,,,,,,,,,,0,0.3172,1.003459,1.464741,1.675468,1.847176,2.1048419999999997,2.58929,2.6352279999999997,3.089155,3.462925,3.7911879999999996,4.088143,4.22314,4.453228,4.0326059999999995
25-2806300,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6862590000000001,1.147541,1.3582670000000001,1.529976,1.7876419999999997,2.27209,2.318028,2.7719549999999997,3.145725,3.473988,3.770943,3.90594,4.136028,3.7154059999999998
26-2803600,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46128199999999997,0.672009,0.843717,1.101383,1.585831,1.6317700000000002,2.085696,2.459466,2.787729,3.084684,3.219681,3.4497690000000003,3.029147
27-2800273,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.210727,0.38243499999999997,0.640101,1.124549,1.170487,1.624414,1.998184,2.326447,2.623402,2.7583990000000003,2.988487,2.5678650000000003
28-2803601,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.171709,0.429375,0.9138229999999999,0.9597610000000001,1.4136879999999998,1.7874580000000002,2.1157209999999997,2.412676,2.547673,2.777761,2.357139
29-2804331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257666,0.742115,0.788053,1.2419790000000002,1.6157489999999999,1.9440119999999999,2.240968,2.3759639999999997,2.606052,2.1854299999999998
30-2803581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48444899999999996,0.5303869999999999,0.9843129999999999,1.358083,1.686346,1.9833020000000001,2.118298,2.348386,1.927764
31-2800271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.052938,0.506865,0.8806350000000001,1.208898,1.505853,1.64085,1.8709380000000002,1.450316
32-2804749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.453927,0.8276969999999999,1.15596,1.452915,1.587912,1.8179990000000001,1.397378
33-2805489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37377,0.702033,0.9989889999999999,1.133985,1.3640729999999999,0.943451
34-2807150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.328263,0.625218,0.760215,0.990303,0.569681
35-2804581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297955,0.43295200000000006,0.66304,0.543514
36-2804582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.134997,0.365085,0.840469
37-2807389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23008800000000001,0.866534
38-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.636447
39-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
