순번_정류장ID,1-2800563,2-2807520,3-2807504,4-2803359,5-2803214,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801665,12-2801604,13-2801520,14-2801485,15-2801450,16-2804871,17-2801387,18-2801368,19-2801353,20-2801350,21-2801330,22-2801287,23-2801270,24-2801057,25-2801035,26-2801027,27-2800998,28-2800971,29-2800841,30-2800840,31-2800839,32-2800981,33-2800992,34-2800526,35-2800528,36-2800532,37-2800535,38-2800544,39-2804975,40-2800560,41-2800569,42-2807222,43-2800563,44-2806626,45-2807223,1-2800840,2-2800839,3-2800981,4-2800992,5-2800526,6-2800528,7-2800532,8-2800535,9-2800544,10-2804975,11-2800560,12-2800569,13-2807222,14-2800563,15-2807520,16-2807504,17-2803359,18-2803214,19-2805065
6-2801749,,,,,,,,,,,0.0,0.326299,0.8664709999999999,1.245515,1.720418,1.991002,2.636984,3.1663360000000003,3.4802519999999997,3.7360599999999997,4.075014,4.3683190000000005,4.701725,4.795676,4.940077,4.893667,5.322272,5.721392,6.725621,7.088217,7.255889999999999,7.683746000000001,8.045568,8.476646,8.33186,8.153122999999999,8.187749,8.487366,10.458561,10.786146,11.1636,11.095102,10.74871,11.044185,12.182971,12.911398,13.242273,13.600802,14.161857999999999,14.824971,8.33186,8.153122999999999,8.187749,8.487366,10.458561,10.786146,11.1636,11.095102,10.74871,11.044185,12.182971,12.911398,13.242273,13.600802,15.919273,25.651198,34.713801000000004,34.892742999999996,35.183305
7-2801743,,,,,,,,,,,,0.0,0.5481729999999999,0.927217,1.4021190000000001,1.6727040000000002,2.318686,2.8480369999999997,3.162953,3.417761,3.7567160000000004,4.05002,4.383426,4.478377,4.621779,4.575368,5.003973,5.403094,6.407323,6.769919,6.937591,7.3654470000000005,7.7262699999999995,8.158347000000001,8.013561,7.834825,7.86945,8.169068,10.140262,10.468847,10.846302,10.776803,10.430411,10.724886999999999,11.864673,12.595067,12.924942,13.284471,13.846526999999998,14.507639999999999,8.013561,7.834825,7.86945,8.169068,10.140262,10.468847,10.846302,10.776803,10.430411,10.724886999999999,11.864673,12.595067,12.924942,13.284471,15.601942000000001,25.330867,35.0391,35.219041,35.509603000000006
8-2801185,,,,,,,,,,,,,0.0,0.38504499999999997,0.8599469999999999,1.130531,1.776513,2.306865,2.620781,2.8755889999999997,3.214543,3.5078480000000005,3.841254,3.9352050000000003,4.079606,4.033196,4.461801,4.860922,5.86515,6.227747,6.395419,6.823275,7.185098,7.617175,7.471389,7.292652,7.327278,7.626894999999999,9.59809,9.926675,10.30313,10.696605,10.349213,10.644688,11.784475,12.513869,12.844743,13.203272,13.765329000000001,14.428442,7.471389,7.292652,7.327278,7.626894999999999,9.59809,9.926675,10.30313,10.696605,10.349213,10.644688,11.784475,12.513869,12.844743,13.203272,15.520744,25.250668,35.578272,35.757214000000005,36.047776
9-2801687,,,,,,,,,,,,,,0.0,0.47490299999999996,0.745487,1.391469,1.921821,2.235737,2.490545,2.829499,3.122804,3.45621,3.55116,3.6945620000000003,3.6481519999999996,4.076757,4.475877,5.480106,5.842702,6.010374,6.438231,6.799053,7.2311309999999995,7.087345,6.907608,6.942233,7.240850999999999,9.213046,9.54063,9.918085000000001,10.334351,10.431257,10.724733,11.863519,12.593913,12.924788000000001,13.283317000000002,13.844373000000001,14.507485999999998,7.087345,6.907608,6.942233,7.240850999999999,9.213046,9.54063,9.918085000000001,10.334351,10.431257,10.724733,11.863519,12.593913,12.924788000000001,13.283317000000002,15.602788,25.330713,35.958315999999996,36.138258,36.427820000000004
10-2801184,,,,,,,,,,,,,,,0.0,0.27058499999999996,0.916566,1.445918,1.7598340000000001,2.077642,2.4165970000000003,2.709901,3.043307,3.0752580000000003,3.2196599999999997,3.173249,3.601854,4.000975,5.005204,5.3678,5.535472,5.963328,6.325151,6.756228,6.611442,6.494706,6.529331,6.828949000000001,8.800142999999998,9.127728,9.505183,9.921449,10.46016,10.754635,11.895421,12.625815,12.955689999999999,13.314219,13.876276,14.539389000000002,6.611442,6.494706,6.529331,6.828949000000001,8.800142999999998,9.127728,9.505183,9.921449,10.46016,10.754635,11.895421,12.625815,12.955689999999999,13.314219,15.63269,25.360615,36.432219,36.612161,36.902722
11-2801665,,,,,,,,,,,,,,,,0.0,0.645982,1.175334,1.48925,1.8070580000000003,2.146012,2.439317,2.772723,2.8046740000000003,2.949075,2.9026650000000003,3.3312699999999995,3.7303900000000003,4.734619,5.097216,5.264888,5.692744,6.053566,6.486644,6.340858,6.224121,6.2587470000000005,6.558364,8.529558999999999,8.857144,9.235598,9.651864,10.470708,10.766183,12.099969,12.830363,13.162238,13.520767000000001,14.081824,14.743936999999999,6.340858,6.224121,6.2587470000000005,6.558364,8.529558999999999,8.857144,9.235598,9.651864,10.470708,10.766183,12.099969,12.830363,13.162238,13.520767000000001,15.837238000000001,25.566163,36.704803000000005,36.883745000000005,37.174307
12-2801604,,,,,,,,,,,,,,,,,0.0,0.530352,0.844268,1.162076,1.5010299999999999,1.7943349999999998,2.127741,2.1596919999999997,2.318907,2.613683,3.042288,3.4414089999999997,4.287637999999999,4.650233999999999,4.817906,5.246762,5.606585,6.039662,5.695876,5.579139,5.613765,5.9133830000000005,7.8855770000000005,8.213161999999999,8.589617,9.006883,9.826725999999999,10.121201,11.455987,12.186380999999999,12.516256,12.875785,13.436842,14.099955,5.695876,5.579139,5.613765,5.9133830000000005,7.8855770000000005,8.213161999999999,8.589617,9.006883,9.826725999999999,10.121201,11.455987,12.186380999999999,12.516256,12.875785,15.193257000000001,24.922181,37.064785,37.243727,37.533289
13-2801520,,,,,,,,,,,,,,,,,,0.0,0.313917,0.631724,0.9706790000000001,1.263983,1.597389,2.00334,2.162555,2.464332,2.892936,3.154057,3.987286,4.349882,4.5175540000000005,4.945411,5.306233,5.73831,5.352773,5.048788,5.083413,5.383031,7.355225,7.682810000000001,8.060265,8.476531,9.296374,9.59085,10.925636,11.65603,11.986905,12.345434,12.906491,13.569603,5.352773,5.048788,5.083413,5.383031,7.355225,7.682810000000001,8.060265,8.476531,9.296374,9.59085,10.925636,11.65603,11.986905,12.345434,14.662904999999999,24.39183,36.534433,36.713375,37.003937
14-2801485,,,,,,,,,,,,,,,,,,,0.0,0.317808,0.656763,0.950067,1.2834729999999999,1.6894240000000003,1.848639,2.150415,2.57902,2.840141,3.67337,4.035966,4.203638,4.631494,4.992317,5.424394,5.038857,4.734872,4.769497,5.069115,7.041309,7.368894,7.746349,8.162614999999999,8.981458,9.275933,10.61172,11.342114,11.671989,12.030517999999999,12.591574000000001,13.255687,5.038857,4.734872,4.769497,5.069115,7.041309,7.368894,7.746349,8.162614999999999,8.981458,9.275933,10.61172,11.342114,11.671989,12.030517999999999,14.348989000000001,24.076914000000002,36.219516999999996,36.399459,36.690021
15-2801450,,,,,,,,,,,,,,,,,,,,0.0,0.340955,0.634259,0.967666,1.373616,1.532832,1.8346080000000002,2.263212,2.5243330000000004,3.357562,3.720158,3.88783,4.316687,4.676508999999999,5.108586,4.723049,4.419064,4.453689,4.752307,6.7255009999999995,7.053086,7.429541,7.845807000000001,8.666651,8.961126,10.295912,11.025306,11.357181,11.71471,12.276767,12.938879,4.723049,4.419064,4.453689,4.752307,6.7255009999999995,7.053086,7.429541,7.845807000000001,8.666651,8.961126,10.295912,11.025306,11.357181,11.71471,14.032181,23.761105999999998,35.903709,36.082651,36.373213
16-2804871,,,,,,,,,,,,,,,,,,,,,0.0,0.29330500000000004,0.626711,1.037662,1.196877,1.498653,1.9272580000000001,2.183379,3.016607,3.379204,3.546876,3.974732,4.336555000000001,4.767632,4.381094,4.0781089999999995,4.112735,4.411352,6.383547,6.712132,7.089587,7.505853,8.325696,8.619171000000001,9.953957,10.685350999999999,11.016226,11.374755,11.935812,12.598925,4.381094,4.0781089999999995,4.112735,4.411352,6.383547,6.712132,7.089587,7.505853,8.325696,8.619171000000001,9.953957,10.685350999999999,11.016226,11.374755,13.692226000000002,23.421151000000002,35.562754999999996,35.741696999999995,36.033259
17-2801387,,,,,,,,,,,,,,,,,,,,,,0.0,0.333407,0.7443569999999999,0.903573,1.205349,1.633953,1.8900740000000003,2.723303,3.085899,3.253571,3.681428,4.04325,4.474327,4.08779,3.7848050000000004,3.81943,4.118048,6.090242,6.417827,6.795282,7.211548,8.031392,8.325867,9.660653,10.391047,10.721922,11.080451,11.641508,12.30462,4.08779,3.7848050000000004,3.81943,4.118048,6.090242,6.417827,6.795282,7.211548,8.031392,8.325867,9.660653,10.391047,10.721922,11.080451,13.397922,23.126847,35.26945,35.448392,35.739954
18-2801368,,,,,,,,,,,,,,,,,,,,,,,0.0,0.412951,0.572166,0.873942,1.302547,1.701668,2.540897,2.903493,3.071165,3.499021,3.8598440000000003,4.291921,3.949135,3.88188,3.9165050000000003,4.2161230000000005,6.187318,6.515903,6.893357000000001,7.309622999999999,8.128467,8.423942,9.758728,10.488122,10.819997,11.178526,11.739583,12.402696,3.949135,3.88188,3.9165050000000003,4.2161230000000005,6.187318,6.515903,6.893357000000001,7.309622999999999,8.128467,8.423942,9.758728,10.488122,10.819997,11.178526,13.495997000000001,23.224922,35.367526,35.545468,35.83603
19-2801353,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.159216,0.460992,0.889597,1.2887170000000001,2.2929459999999997,2.6555419999999996,2.823214,3.252071,3.612893,4.044971,3.858568,4.161553,4.327456,4.626074,6.5992679999999995,6.9268529999999995,7.304308,7.720574000000001,8.539418,8.834893,10.169678999999999,10.900072999999999,11.229948,11.589477,12.150534,12.813646,3.858568,4.161553,4.327456,4.626074,6.5992679999999995,6.9268529999999995,7.304308,7.720574000000001,8.539418,8.834893,10.169678999999999,10.900072999999999,11.229948,11.589477,13.906948000000002,23.634873000000002,35.778476,35.957418,36.24798
20-2801350,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.30277600000000005,0.7313810000000001,1.1305020000000001,2.134731,2.497327,2.6649990000000003,3.093855,3.454678,3.8867550000000004,4.0177830000000005,4.320768,4.486672,4.785289,6.757484,7.085069,7.462523,7.878789,8.698633000000001,8.993108,10.327894,11.058288000000001,11.389163,11.747692,12.308749,12.971862,4.0177830000000005,4.320768,4.486672,4.785289,6.757484,7.085069,7.462523,7.878789,8.698633000000001,8.993108,10.327894,11.058288000000001,11.389163,11.747692,14.065163,23.794088000000002,35.936692,36.115634,36.406196
21-2801330,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.428605,0.8277260000000001,1.831955,2.1945509999999997,2.3622229999999997,2.790079,3.150902,3.582979,3.817193,4.121178,4.448082,4.7437,6.7158940000000005,7.043479,7.422934,7.8372,8.657043,8.951518,10.286304,11.016698,11.349573,11.706102,12.269159,12.932272,3.817193,4.121178,4.448082,4.7437,6.7158940000000005,7.043479,7.422934,7.8372,8.657043,8.951518,10.286304,11.016698,11.349573,11.706102,14.023573999999998,23.754498,35.897102000000004,36.075044,36.365606
22-2801287,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.399121,1.40335,1.765946,1.933618,2.362475,2.723297,3.155374,3.389589,3.6925739999999996,4.018477,4.317095,6.289289,6.616874,6.994329,7.410595,8.230439,8.524914,9.8597,10.590094,10.920969,11.279498,11.840555,12.503667,3.389589,3.6925739999999996,4.018477,4.317095,6.289289,6.616874,6.994329,7.410595,8.230439,8.524914,9.8597,10.590094,10.920969,11.279498,13.596969,23.325894,35.468497,35.647439,35.938001
23-2801270,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.004229,1.366825,1.534497,1.9623540000000002,2.3231759999999997,2.756254,2.989468,3.293453,3.6203559999999997,3.9169739999999997,5.888169,6.215753,6.595208,7.009474000000001,7.829317999999999,8.123793,9.458578999999999,10.189973,10.520847999999999,10.880377000000001,11.441434,12.102547,2.989468,3.293453,3.6203559999999997,3.9169739999999997,5.888169,6.215753,6.595208,7.009474000000001,7.829317999999999,8.123793,9.458578999999999,10.189973,10.520847999999999,10.880377000000001,13.195848000000002,22.924773000000002,35.067377,35.248318,35.53688
24-2801057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.36259600000000003,0.5302680000000001,0.959125,1.319947,1.752025,2.152239,2.4552240000000003,2.781127,3.079745,5.05194,5.379524,5.756979,6.173245,6.993089,7.287564,8.62235,9.352744,9.683619,10.042148,10.603205,11.266318,2.152239,2.4552240000000003,2.781127,3.079745,5.05194,5.379524,5.756979,6.173245,6.993089,7.287564,8.62235,9.352744,9.683619,10.042148,12.359619,22.088544,34.231148,34.410089,34.700651
25-2801035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.16767200000000002,0.596529,0.9573510000000001,1.389429,1.888643,2.1916279999999997,2.5185310000000003,2.875149,4.848344,5.175928,5.553383,5.9696489999999995,6.789492999999999,7.083968,8.418754,9.149148,9.480023,9.838552,10.399609,11.062722,1.888643,2.1916279999999997,2.5185310000000003,2.875149,4.848344,5.175928,5.553383,5.9696489999999995,6.789492999999999,7.083968,8.418754,9.149148,9.480023,9.838552,12.156023,21.883948,34.027552,34.206493,34.497054999999996
26-2801027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.428857,0.789679,1.221757,1.7209709999999998,2.023956,2.350859,2.707477,4.680672,5.007256,5.384711,5.801977,6.621821000000001,6.9152960000000006,8.250082,8.980476,9.311351,9.669880000000001,10.230936999999999,10.89505,1.7209709999999998,2.023956,2.350859,2.707477,4.680672,5.007256,5.384711,5.801977,6.621821000000001,6.9152960000000006,8.250082,8.980476,9.311351,9.669880000000001,11.987351,21.716276,33.85988,34.037821,34.329383
27-2800998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.360823,0.7929,1.292114,1.595099,1.9210029999999998,2.278621,4.251815000000001,4.5794,4.955855000000001,5.373121,6.191964,6.486439,7.821225999999999,8.55262,8.882494,9.241023,9.80208,10.465193,1.292114,1.595099,1.9210029999999998,2.278621,4.251815000000001,4.5794,4.955855000000001,5.373121,6.191964,6.486439,7.821225999999999,8.55262,8.882494,9.241023,11.558494999999999,21.288419,33.431022999999996,33.609965,33.899527
28-2800971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.43207799999999996,0.931292,1.234277,1.56018,1.917798,3.889993,4.217578,4.595032,5.011298,5.831142,6.125617,7.4604029999999995,8.190797,8.521672,8.880201,9.441258,10.104371,0.931292,1.234277,1.56018,1.917798,3.889993,4.217578,4.595032,5.011298,5.831142,6.125617,7.4604029999999995,8.190797,8.521672,8.880201,11.197672,20.926597,33.069201,33.248143,33.538703999999996
29-2800841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.500215,0.803199,1.130103,1.4877209999999998,3.459915,3.7875,4.164955,4.581221,5.4000639999999995,5.69554,7.030326,7.76072,8.091595,8.449124000000001,9.011181,9.673293,0.500215,0.803199,1.130103,1.4877209999999998,3.459915,3.7875,4.164955,4.581221,5.4000639999999995,5.69554,7.030326,7.76072,8.091595,8.449124000000001,10.766595,20.49652,32.639123,32.818065000000004,33.107627
30-2800840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.302985,0.629889,0.987507,2.959701,3.287286,3.6647410000000002,4.081007,4.90085,5.195325,6.530112,7.2605059999999995,7.59138,7.949909,8.510966,9.174078999999999,0.0,0.302985,0.629889,0.987507,2.959701,3.287286,3.6647410000000002,4.081007,4.90085,5.195325,6.530112,7.2605059999999995,7.59138,7.949909,10.267381,19.996305,32.138909000000005,32.317851,32.608413
31-2800839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.32590399999999997,0.6835220000000001,2.655716,2.983301,3.360756,3.777022,4.596865,4.8913400000000005,6.226127,6.956521,7.287396,7.645925,8.206980999999999,8.870094,0.302985,0.0,0.32590399999999997,0.6835220000000001,2.655716,2.983301,3.360756,3.777022,4.596865,4.8913400000000005,6.226127,6.956521,7.287396,7.645925,9.963396000000001,19.692320000000002,31.834923999999997,32.013866,32.304428
32-2800981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.357618,2.329813,2.657397,3.034852,3.451118,4.270962,4.565437,5.900223,6.630617,6.961492,7.3200210000000006,7.881078,8.544189999999999,0.628889,0.32590399999999997,0.0,0.357618,2.329813,2.657397,3.034852,3.451118,4.270962,4.565437,5.900223,6.630617,6.961492,7.3200210000000006,9.637492,19.366417000000002,31.509021,31.687962,31.978524
33-2800992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9721950000000001,2.2997799999999997,2.677234,3.0935,3.9133440000000004,4.207819000000001,5.542605,6.2729989999999995,6.603874,6.962403,7.523460000000001,8.186573,0.986507,0.6835220000000001,0.357618,0.0,1.9721950000000001,2.2997799999999997,2.677234,3.0935,3.9133440000000004,4.207819000000001,5.542605,6.2729989999999995,6.603874,6.962403,9.279874000000001,19.008799,31.151403000000002,31.330345,31.620906
34-2800526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.327585,0.70504,1.121306,1.9431490000000002,2.237625,3.5724110000000002,4.302805,4.63368,4.992209,5.553266000000001,6.216378,2.958701,2.655716,2.329813,1.9721950000000001,0.0,0.327585,0.70504,1.121306,1.9431490000000002,2.237625,3.5724110000000002,4.302805,4.63368,4.992209,7.30968,17.038605,29.181208,29.36015,29.650712
35-2800528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.37745500000000004,0.793721,1.615565,1.9100400000000002,3.2448259999999998,3.9752199999999998,4.306095,4.664624,5.225681,5.888793,3.287286,2.983301,2.657397,2.2997799999999997,0.327585,0.0,0.37745500000000004,0.793721,1.615565,1.9100400000000002,3.2448259999999998,3.9752199999999998,4.306095,4.664624,6.982094999999999,16.71102,28.853623,29.032565,29.323127000000003
36-2800532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.41626599999999997,1.23811,1.532585,2.867371,3.5977650000000003,3.92864,4.2871690000000005,4.848226,5.5113389999999995,3.6647410000000002,3.360756,3.034852,2.677234,0.70504,0.37745500000000004,0.0,0.41626599999999997,1.23811,1.532585,2.867371,3.5977650000000003,3.92864,4.2871690000000005,6.60464,16.333565,28.476169,28.655109999999997,28.945672
37-2800535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.821844,1.116319,2.451105,3.181499,3.512374,3.8709029999999998,4.43196,5.095073,4.081007,3.777022,3.451118,3.0935,1.121306,0.793721,0.41626599999999997,0.0,0.821844,1.116319,2.451105,3.181499,3.512374,3.8709029999999998,6.188374,15.917299,28.059903000000002,28.238845,28.529405999999998
38-2800544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.294475,1.629262,2.359656,2.69053,3.049059,3.6101160000000005,4.273229,4.90085,4.596865,4.270962,3.9133440000000004,1.9431490000000002,1.615565,1.23811,0.821844,0.0,0.294475,1.629262,2.359656,2.69053,3.049059,5.366531,15.095455,27.238059000000003,27.417001000000003,27.707563
