순번_정류장ID,39-2803875,40-2800253,41-2803871,42-2804720,43-2806360,44-2803868,45-2803866,46-2803863,47-2803864,48-2800255,49-2803615,50-2803614,51-2803859,52-2806227,53-2803858,54-2803611,55-2803609,56-2806232,57-2803608,58-2803607,59-2803606,60-2806297,61-2803616,62-2803853,63-2803850,64-2803617,65-2806299,66-2803618,67-2806300,68-2803600,69-2800273,70-2803601,71-2804331,72-2803581,73-2800271,74-2805489,75-2807150,76-2804581,77-2804582,78-2807389,79-2804032
61-2803616,,,,,,,,,,,,,,,,,,,,,,,0,0.198555,0.594917,1.190388,1.7150720000000002,1.981482,2.298682,2.984941,3.4462230000000003,3.65695,3.8286580000000003,4.086323999999999,4.570772,5.0706370000000005,5.444407,5.77267,6.069625,6.2046220000000005,6.014088
62-2803853,,,,,,,,,,,,,,,,,,,,,,,,0,0.396362,0.9918319999999999,1.5165170000000001,1.7829270000000002,2.100127,2.7863860000000003,3.247668,3.458394,3.6301019999999995,3.887768,4.372217,4.872081,5.245851999999999,5.574114,5.87107,6.006067,5.815532
63-2803850,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5954699999999999,1.120155,1.386565,1.7037650000000002,2.3900240000000004,2.851306,3.062032,3.23374,3.4914059999999996,3.975855,4.47572,4.84949,5.177753,5.474708000000001,5.609705,5.4191709999999995
64-2803617,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5246850000000001,0.792095,1.1092950000000001,1.795554,2.256836,2.467562,2.6392700000000002,2.896936,3.381385,3.881249,4.25502,4.583282,4.880237999999999,5.015235,4.8247
65-2806299,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26741,0.5846100000000001,1.270869,1.7321509999999998,1.942877,2.114585,2.372251,2.8567,3.356564,3.7303349999999997,4.058597,4.355553,4.49055,4.300015
66-2803618,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3172,1.003459,1.464741,1.675468,1.847176,2.1048419999999997,2.58929,3.089155,3.462925,3.7911879999999996,4.088143,4.22314,4.0326059999999995
67-2806300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6862590000000001,1.147541,1.3582670000000001,1.529976,1.7876419999999997,2.27209,2.7719549999999997,3.145725,3.473988,3.770943,3.90594,3.7154059999999998
68-2803600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46128199999999997,0.672009,0.843717,1.101383,1.585831,2.085696,2.459466,2.787729,3.084684,3.219681,3.029147
69-2800273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.210727,0.38243499999999997,0.640101,1.124549,1.624414,1.998184,2.326447,2.623402,2.7583990000000003,2.5678650000000003
70-2803601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.171709,0.429375,0.9138229999999999,1.4136879999999998,1.7874580000000002,2.1157209999999997,2.412676,2.547673,2.357139
71-2804331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257666,0.742115,1.2419790000000002,1.6157489999999999,1.9440119999999999,2.240968,2.3759639999999997,2.1854299999999998
72-2803581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48444899999999996,0.9843129999999999,1.358083,1.686346,1.9833020000000001,2.118298,1.927764
73-2800271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.506865,0.8806350000000001,1.208898,1.505853,1.64085,1.450316
74-2805489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37377,0.702033,0.9989889999999999,1.133985,0.943451
75-2807150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.328263,0.625218,0.760215,0.569681
76-2804581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297955,0.43295200000000006,0.543514
77-2804582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.134997,0.840469
78-2807389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.866534
79-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
