순번_정류장ID,1-2801796,2-2803545,3-2803552,4-2800816,5-2800818,6-2803063,7-2803062,8-2802651,9-2802638,10-2803042,11-2803043,12-2803115,13-2803133,14-2803106,15-2803109,16-2803239,17-2803252,18-2803249,19-2803226,20-2805712,21-2803122,22-2803094,23-2803630,24-2805651,25-2800679,26-2805253,27-2805251,28-2805249,29-2807222,30-2800563,31-2807520,32-2805676,33-2805630,34-2807038,35-2805632,36-2805634,37-2806163,38-2807626,39-2805703,40-2806807,41-2807439,42-2805702,43-2805700,44-2805698,45-2806024,46-2805696,47-2805694,48-2805636,49-2805692,50-2803651,51-2806491,52-2803678,53-2803679,54-2803155,55-2805705,56-2803154,57-2803655,58-2804981,59-2805148,60-2805812,61-2806027,62-2803298,63-2805832,64-2803179,65-2807423,66-2807232,67-2807362
11-2803043,,,,,,,,,,,0,0.36901100000000003,1.2026489999999999,2.062393,2.8364830000000003,3.7011850000000006,4.212967000000001,5.060011000000001,5.700023000000002,6.3519640000000015,6.599967000000001,7.052602000000001,7.881279000000001,8.217043,11.312683,13.11534,13.577038,14.02387,16.047449,16.40241,18.732191999999998,29.768957999999998,30.189455,30.511461999999998,30.855338999999997,31.483013999999997,31.786500999999998,32.180555,32.507031999999995,32.903949,33.125699999999995,33.424589999999995,33.616642999999996,34.414069,34.62264,34.941759999999995,35.920700999999994,36.336006,36.771736,37.772079999999995,38.094319,39.02017,39.308097000000004,39.780895,40.649077,41.390312,42.061236,42.399905000000004,42.68802,43.292721,44.680805,45.016873,45.549194,45.939247,51.059007,59.162225,59.541389
12-2803115,,,,,,,,,,,,0,0.8336379999999999,1.693382,2.467472,3.332174,3.8439560000000004,4.691000000000001,5.331012000000001,5.982953000000001,6.230956000000001,6.683591000000001,7.512268000000001,7.848032000000001,10.943672000000001,12.746329000000001,13.208027000000001,13.654859000000002,15.678438000000002,16.033399000000003,18.363181000000004,29.399947000000004,29.820444000000006,30.142451000000005,30.486328000000004,31.114003000000004,31.417490000000004,31.811544000000005,32.138021,32.534938000000004,32.756689,33.055579,33.247632,34.045058000000004,34.253629000000004,34.572749,35.55169,35.966995,36.402725,37.403068999999995,37.725308,38.651159,38.939086,39.411884,40.280066,41.021301,41.692225,42.030894,42.319009,42.92371,44.311794,44.647861999999996,45.180183,45.570236,50.689996,58.793214,59.172378
13-2803133,,,,,,,,,,,,,0,0.8597440000000001,1.633834,2.498536,3.010318,3.8573619999999997,4.497374,5.149315,5.397317999999999,5.849952999999999,6.678629999999999,7.014393999999999,10.110033999999999,11.912690999999999,12.374388999999999,12.821221,14.8448,15.199760999999999,17.529542999999997,28.566308999999997,28.986805999999998,29.308812999999997,29.652689999999996,30.280364999999996,30.583851999999997,30.977905999999997,31.304382999999998,31.701299999999996,31.923050999999997,32.221940999999994,32.413993999999995,33.21142,33.419990999999996,33.739110999999994,34.71805199999999,35.13335699999999,35.56908699999999,36.56943099999999,36.89166999999999,37.81752099999999,38.105447999999996,38.57824599999999,39.44642799999999,40.18766299999999,40.85858699999999,41.197255999999996,41.485370999999994,42.09007199999999,43.47815599999999,43.81422399999999,44.34654499999999,44.736597999999994,49.85635799999999,57.95957599999999,58.338739999999994
14-2803106,,,,,,,,,,,,,,0,0.77409,1.638792,2.1505739999999998,2.9976179999999997,3.6376299999999997,4.289571,4.537573999999999,4.990208999999999,5.818885999999999,6.154649999999999,9.25029,11.052947,11.514645,11.961477,13.985056,14.340017,16.669798999999998,27.706564999999998,28.127062,28.449068999999998,28.792945999999997,29.420620999999997,29.724107999999998,30.118161999999998,30.444639,30.841555999999997,31.063307,31.362197,31.55425,32.351676,32.560247,32.879366999999995,33.858307999999994,34.273613,34.709343,35.709686999999995,36.031926,36.957777,37.245704,37.718502,38.586684,39.327919,39.998843,40.337512000000004,40.625627,41.230328,42.618412,42.95448,43.486801,43.876854,48.996614,57.099832,57.478996
15-2803109,,,,,,,,,,,,,,,0,0.8647020000000001,1.376484,2.223528,2.86354,3.515481,3.763484,4.216119,5.044796,5.38056,8.4762,10.278857,10.740555,11.187387000000001,13.210966,13.565927,15.895709,26.932475,27.352972,27.674979,28.018856,28.646531,28.950018,29.344072,29.670549,30.067466,30.289217,30.588107,30.780160000000002,31.577586000000004,31.786157000000003,32.105277,33.084218,33.499522999999996,33.935252999999996,34.935596999999994,35.257836,36.183687,36.471614,36.944412,37.812594,38.553829,39.224753,39.563422,39.851537,40.456238,41.844322,42.180389999999996,42.712711,43.102764,48.222524,56.325742,56.704906
16-2803239,,,,,,,,,,,,,,,,0,0.511782,1.358826,1.9988380000000001,2.650779,2.898782,3.351417,4.180094,4.515858000000001,7.611498000000001,9.414155000000001,9.875853000000001,10.322685000000002,12.346264000000001,12.701225,15.031007,26.067773000000003,26.488270000000004,26.810277000000003,27.154154000000002,27.781829000000002,28.085316000000002,28.479370000000003,28.805847000000004,29.202764000000002,29.424515000000003,29.723405000000003,29.915458000000005,30.712884000000006,30.921455000000005,31.240575000000007,32.219516000000006,32.634821,33.070551,34.070895,34.393134,35.318985000000005,35.60691200000001,36.079710000000006,36.947892,37.689127000000006,38.360051000000006,38.69872000000001,38.986835000000006,39.591536000000005,40.979620000000004,41.315688,41.848009000000005,42.238062000000006,47.357822000000006,55.461040000000004,55.84020400000001
17-2803252,,,,,,,,,,,,,,,,,0,0.847044,1.487056,2.138997,2.387,2.839635,3.668312,4.0040759999999995,7.099715999999999,8.902372999999999,9.364071,9.810903,11.834482,12.189442999999999,14.519224999999999,25.555991,25.976488,26.298495,26.642371999999998,27.270046999999998,27.573534,27.967588,28.294065,28.690981999999998,28.912733,29.211623,29.403676,30.201102000000002,30.409673,30.728793000000003,31.707734000000002,32.123039000000006,32.558769000000005,33.559113,33.88135200000001,34.80720300000001,35.09513000000001,35.56792800000001,36.436110000000006,37.17734500000001,37.84826900000001,38.18693800000001,38.47505300000001,39.07975400000001,40.46783800000001,40.803906000000005,41.33622700000001,41.72628000000001,46.84604000000001,54.94925800000001,55.32842200000001
18-2803249,,,,,,,,,,,,,,,,,,0,0.640012,1.291953,1.5399559999999999,1.992591,2.821268,3.157032,6.2526720000000005,8.055329,8.517027,8.963859000000001,10.987438000000001,11.342399,13.672181,24.708947000000002,25.129444000000003,25.451451000000002,25.795328,26.423003,26.726490000000002,27.120544000000002,27.447021000000003,27.843938,28.065689000000003,28.364579000000003,28.556632000000004,29.354058000000006,29.562629000000005,29.881749000000006,30.860690000000005,31.275995000000005,31.711725000000005,32.71206900000001,33.03430800000001,33.96015900000001,34.248086000000015,34.72088400000001,35.58906600000001,36.33030100000001,37.00122500000001,37.339894000000015,37.62800900000001,38.23271000000001,39.62079400000001,39.95686200000001,40.48918300000001,40.87923600000001,45.99899600000001,54.10221400000001,54.481378000000014
19-2803226,,,,,,,,,,,,,,,,,,,0,0.651941,0.8999440000000001,1.352579,2.181256,2.51702,5.61266,7.415317,7.877015,8.323847,10.347426,10.702387,13.032169,24.068935,24.489432,24.811439,25.155316,25.782991,26.086478,26.480532,26.807009,27.203926,27.425677,27.724567,27.91662,28.714046000000003,28.922617000000002,29.241737000000004,30.220678000000003,30.635983000000003,31.071713000000003,32.072057,32.394296000000004,33.320147000000006,33.60807400000001,34.08087200000001,34.949054000000004,35.69028900000001,36.361213000000006,36.69988200000001,36.98799700000001,37.592698000000006,38.980782000000005,39.31685,39.849171000000005,40.23922400000001,45.35898400000001,53.462202000000005,53.84136600000001
20-2805712,,,,,,,,,,,,,,,,,,,,0,0.24800300000000003,0.7006380000000001,1.529315,1.865079,4.960719,6.763376,7.225074,7.671906,9.695485,10.050445999999999,12.380227999999999,23.416994,23.837491,24.159498,24.503375,25.13105,25.434537,25.828591,26.155068,26.551985,26.773736,27.072626,27.264679,28.062105000000003,28.270676,28.589796000000003,29.568737000000002,29.984042000000002,30.419772000000002,31.420116,31.742355,32.668206,32.956133,33.428931,34.297112999999996,35.038348,35.709272,36.047941,36.336056,36.940757,38.328841,38.664908999999994,39.19723,39.587283,44.707043,52.810261,53.189425
21-2803122,,,,,,,,,,,,,,,,,,,,,0,0.452635,1.281312,1.617076,4.712716,6.515373,6.9770710000000005,7.423903,9.447482,9.802443,12.132225,23.168991,23.589488,23.911495,24.255371999999998,24.883046999999998,25.186533999999998,25.580588,25.907065,26.303981999999998,26.525733,26.824623,27.016676,27.814102000000002,28.022673,28.341793000000003,29.320734,29.736039,30.171769,31.172113000000003,31.494352000000003,32.420203,32.708130000000004,33.180928,34.04911,34.790345,35.461269,35.799938000000004,36.088053,36.692754,38.080838,38.416906,38.949227,39.33928,44.45904,52.562258,52.941422
22-2803094,,,,,,,,,,,,,,,,,,,,,,0,0.828677,1.164441,4.260081,6.0627379999999995,6.524436,6.971267999999999,8.994847,9.349808,11.67959,22.716355999999998,23.136853,23.458859999999998,23.802736999999997,24.430411999999997,24.733898999999997,25.127952999999998,25.45443,25.851346999999997,26.073097999999998,26.371987999999998,26.564041,27.361467,27.570038,27.889158000000002,28.868099,29.283404,29.719134,30.719478000000002,31.041717000000002,31.967568000000004,32.255495,32.728293,33.596475,34.33771,35.008634,35.347303000000004,35.635418,36.240119,37.628203,37.964271,38.496592,38.886645,44.006405,52.109623,52.488787
23-2803630,,,,,,,,,,,,,,,,,,,,,,,0,0.335764,3.431404,5.2340610000000005,5.695759000000001,6.142591,8.166170000000001,8.521131,10.850913,21.887679,22.308176,22.630183,22.974059999999998,23.601734999999998,23.905222,24.299276,24.625753,25.022669999999998,25.244421,25.543311,25.735364,26.532790000000002,26.741361,27.060481000000003,28.039422000000002,28.454727000000002,28.890457,29.890801000000003,30.213040000000003,31.138891000000005,31.426818000000004,31.899616000000005,32.767798000000006,33.50903300000001,34.17995700000001,34.51862600000001,34.80674100000001,35.41144200000001,36.79952600000001,37.135594000000005,37.66791500000001,38.05796800000001,43.17772800000001,51.28094600000001,51.66011000000001
24-2805651,,,,,,,,,,,,,,,,,,,,,,,,0,3.09564,4.8982969999999995,5.359995,5.806826999999999,7.830406,8.185367,10.515149,21.551915,21.972412000000002,22.294419,22.638296,23.265971,23.569458,23.963512,24.289989000000002,24.686906,24.908657,25.207547,25.399600000000003,26.197026000000005,26.405597000000004,26.724717000000005,27.703658000000004,28.118963000000004,28.554693000000004,29.555037000000006,29.877276000000005,30.803127000000007,31.091054000000007,31.563852000000008,32.43203400000001,33.17326900000001,33.84419300000001,34.182862000000014,34.47097700000001,35.07567800000001,36.46376200000001,36.79983000000001,37.33215100000001,37.72220400000001,42.84196400000001,50.94518200000001,51.32434600000001
25-2800679,,,,,,,,,,,,,,,,,,,,,,,,,0,1.802657,2.264355,2.7111870000000002,4.7347660000000005,5.089727000000001,7.419509000000001,18.456275,18.876772000000003,19.198779000000002,19.542656,20.170331,20.473818,20.867872000000002,21.194349000000003,21.591266,21.813017000000002,22.111907000000002,22.303960000000004,23.101386000000005,23.309957000000004,23.629077000000006,24.608018000000005,25.023323000000005,25.459053000000004,26.459397000000003,26.781636000000002,27.707487000000004,27.995414000000004,28.468212000000005,29.336394000000006,30.077629000000005,30.748553000000005,31.087222000000004,31.375337000000005,31.980038000000004,33.36812200000001,33.704190000000004,34.23651100000001,34.62656400000001,39.74632400000001,47.84954200000001,48.22870600000001
26-2805253,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46169799999999994,0.9085299999999998,2.932109,3.28707,5.616852,16.653618,17.074115000000003,17.396122000000002,17.739999,18.367674,18.671161,19.065215000000002,19.391692000000003,19.788609,20.010360000000002,20.309250000000002,20.501303000000004,21.298729000000005,21.507300000000004,21.826420000000006,22.805361000000005,23.220666000000005,23.656396000000004,24.656740000000006,24.978979000000006,25.904830000000008,26.192757000000007,26.66555500000001,27.53373700000001,28.27497200000001,28.94589600000001,29.284565000000008,29.57268000000001,30.177381000000008,31.565465000000007,31.901533000000008,32.43385400000001,32.82390700000001,37.94366700000001,46.04688500000001,46.42604900000001
27-2805251,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44683199999999995,2.4704110000000004,2.825372,5.155154,16.19192,16.612417,16.934424,17.278301,17.905976,18.209463,18.603517,18.929994,19.326911,19.548662,19.847552,20.039605,20.837031000000003,21.045602000000002,21.364722000000004,22.343663000000003,22.758968000000003,23.194698000000002,24.195042,24.517281,25.443132000000002,25.731059000000002,26.203857000000003,27.072039000000004,27.813274000000003,28.484198000000003,28.822867000000002,29.110982000000003,29.715683000000002,31.103767,31.439835000000002,31.972156000000002,32.362209,37.481969,45.585187,45.964351
28-2805249,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0235790000000002,2.37854,4.708322,15.745087999999999,16.165585,16.487592,16.831469,17.459144,17.762631,18.156685,18.483162,18.880079,19.10183,19.40072,19.592773,20.390199000000003,20.598770000000002,20.917890000000003,21.896831000000002,22.312136000000002,22.747866000000002,23.74821,24.070449,24.9963,25.284227,25.757025000000002,26.625207000000003,27.366442000000003,28.037366000000002,28.376035,28.664150000000003,29.268851,30.656935,30.993003,31.525324,31.915377000000003,37.035137000000006,45.138355000000004,45.51751900000001
29-2807222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.354961,2.6847429999999997,13.721509,14.142005999999999,14.464012999999998,14.807889999999997,15.435564999999997,15.739051999999997,16.133105999999998,16.459583,16.856499999999997,17.078250999999998,17.377140999999998,17.569194,18.36662,18.575191,18.894311000000002,19.873252,20.288557,20.724287,21.724631000000002,22.046870000000002,22.972721000000003,23.260648000000003,23.733446000000004,24.601628000000005,25.342863000000005,26.013787000000004,26.352456000000004,26.640571000000005,27.245272000000003,28.633356000000003,28.969424000000004,29.501745000000003,29.891798000000005,35.01155800000001,43.114776000000006,43.49394000000001
30-2800563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.329782,13.366548,13.787044999999999,14.109051999999998,14.452928999999997,15.080603999999997,15.384090999999998,15.778144999999999,16.104622,16.501538999999998,16.72329,17.02218,17.214233,18.011659,18.22023,18.539350000000002,19.518291,19.933596,20.369326,21.36967,21.691909,22.61776,22.905687,23.378485,24.246667000000002,24.987902000000002,25.658826,25.997495,26.285610000000002,26.890311,28.278395,28.614463,29.146784,29.536837000000002,34.656597000000005,42.759815,43.138979000000006
31-2807520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.036766,11.457263,11.779269999999999,12.123147,12.750822,13.054309,13.448363,13.774840000000001,14.171757000000001,14.393508,14.692398,14.884451,15.681877,15.890448,16.209568,17.188509,17.603814,18.039544,19.039887999999998,19.362126999999997,20.287978,20.575905,21.048703,21.916885,22.65812,23.329044,23.667713,23.955828,24.560529,25.948612999999998,26.284681,26.817002,27.207055,32.326814999999996,40.430032999999995,40.809197
32-2805676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.420497,0.742504,1.086381,1.714056,2.017543,2.411597,2.738074,3.1349910000000003,3.3567420000000006,3.6556320000000007,3.8476850000000007,4.645111000000001,4.853682000000001,5.172802000000001,6.151743000000001,6.567048000000001,7.002778000000001,8.003122000000001,8.325361000000001,9.251212,9.539139,10.011937,10.880119,11.621354,12.292278,12.630946999999999,12.919061999999998,13.523762999999999,14.911846999999998,15.247914999999997,15.780235999999997,16.170288999999997,21.290048999999996,29.393266999999994,29.772430999999994
33-2805630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32200700000000004,0.665884,1.2935590000000001,1.5970460000000002,1.9911000000000003,2.3175770000000004,2.7144940000000006,2.9362450000000004,3.2351350000000005,3.4271880000000006,4.224614000000001,4.433185000000001,4.752305000000001,5.7312460000000005,6.1465510000000005,6.582281000000001,7.582625000000001,7.904864000000001,8.830715000000001,9.118642000000001,9.59144,10.459622,11.200857,11.871780999999999,12.210449999999998,12.498564999999997,13.103265999999998,14.491349999999997,14.827417999999996,15.359738999999996,15.749791999999996,20.869551999999995,28.972769999999997,29.351933999999996
34-2807038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.343877,0.971552,1.275039,1.6690930000000002,1.9955700000000003,2.3924870000000005,2.6142380000000003,2.9131280000000004,3.1051810000000004,3.9026070000000006,4.111178000000001,4.4302980000000005,5.409239,5.824544,6.260274000000001,7.260618000000001,7.582857000000001,8.508708,8.796635,9.269433,10.137615,10.87885,11.549774,11.888442999999999,12.176557999999998,12.781258999999999,14.169342999999998,14.505410999999997,15.037731999999997,15.427784999999997,20.547544999999996,28.650762999999998,29.029926999999997
35-2805632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.627675,0.931162,1.3252160000000002,1.6516930000000003,2.0486100000000005,2.2703610000000003,2.5692510000000004,2.7613040000000004,3.5587300000000006,3.7673010000000007,4.0864210000000005,5.065362,5.480667,5.916397000000001,6.916741000000001,7.238980000000001,8.164831000000001,8.452758000000001,8.925556,9.793738000000001,10.534973,11.205897,11.544566,11.832681,12.437382,13.825465999999999,14.161533999999998,14.693854999999997,15.083907999999997,20.203667999999997,28.306886,28.686049999999998
36-2805634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.303487,0.697541,1.0240179999999999,1.4209349999999998,1.6426859999999999,1.941576,2.133629,2.9310549999999997,3.139626,3.4587459999999997,4.4376869999999995,4.8529919999999995,5.288722,6.289066,6.611305,7.5371559999999995,7.825082999999999,8.297880999999999,9.166062999999998,9.907297999999997,10.578221999999997,10.916890999999996,11.205005999999996,11.809706999999996,13.197790999999995,13.533858999999994,14.066179999999994,14.456232999999994,19.575992999999993,27.679210999999995,28.058374999999995
