순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2804136,21-2804665,22-2804138,23-2804663,24-2804142,25-2804145,26-2804661,27-2806288,28-2804660,29-2804658,30-2804164,31-2805495,32-2805490,33-2807401,34-2805491,35-2805493
1-2806577,0,0.816361,1.087655,1.399972,1.539221,1.789903,2.0797280000000002,2.7192480000000003,3.0476920000000005,3.1828960000000004,3.6100340000000006,4.022207000000001,4.760811,5.230422,5.874502,6.2350259999999995,6.776078,7.000869,8.061354999999999,8.643978999999998,9.047944999999999,9.582889999999999,9.97585,10.788509999999999,11.241608999999999,11.789563,12.119349,12.617378,12.809631,12.970891,13.386469,13.884163,14.427555,14.871732999999999,15.391421
2-2800268,,0,0.271294,0.583611,0.7228600000000001,0.9735420000000001,1.2633670000000001,1.9028870000000002,2.2313310000000004,2.3665350000000003,2.793673,3.205846,3.9444500000000002,4.414061,5.058141,5.418665,5.9597169999999995,6.184507999999999,7.244993999999999,7.827617999999999,8.231584,8.766529,9.159489,9.972149,10.425248,10.973202,11.302988000000001,11.801017000000002,11.993270000000003,12.154530000000003,12.570108000000003,13.067802000000002,13.611194000000003,14.055372000000002,14.575060000000002
3-2800264,,,0,0.312317,0.451566,0.702248,0.992073,1.631593,1.960037,2.095241,2.522379,2.934552,3.673156,4.142767,4.786847,5.147371,5.688423,5.913214,6.9737,7.556324,7.96029,8.495235,8.888195,9.700854999999999,10.153953999999999,10.701908,11.031694,11.529723,11.721976000000002,11.883236000000002,12.298814000000002,12.796508000000001,13.339900000000002,13.784078000000001,14.303766000000001
4-2807245,,,,0,0.139249,0.389931,0.679756,1.319276,1.6477199999999999,1.782924,2.2100619999999997,2.622235,3.360839,3.83045,4.47453,4.8350539999999995,5.376106,5.600897,6.661383,7.244007,7.6479729999999995,8.182917999999999,8.575878,9.388537999999999,9.841636999999999,10.389591,10.719377,11.217406,11.409659000000001,11.570919000000002,11.986497000000002,12.484191000000001,13.027583000000002,13.471761,13.991449000000001
5-2800262,,,,,0,0.250682,0.5405070000000001,1.180027,1.508471,1.643675,2.0708130000000002,2.4829860000000004,3.2215900000000004,3.6912010000000004,4.335281,4.695805,5.2368570000000005,5.461648,6.522134,7.104758,7.508724,8.043669,8.436629,9.249289,9.702388,10.250342,10.580128,11.078157000000001,11.270410000000002,11.431670000000002,11.847248000000002,12.344942000000001,12.888334000000002,13.332512000000001,13.852200000000002
6-2807367,,,,,,0,0.289825,0.929345,1.257789,1.3929930000000001,1.8201310000000002,2.232304,2.970908,3.440519,4.084599,4.445123,4.986174999999999,5.210965999999999,6.271451999999999,6.854075999999999,7.258041999999999,7.792986999999998,8.185946999999999,8.998606999999998,9.451705999999998,9.999659999999999,10.329445999999999,10.827475,11.019728,11.180988000000001,11.596566000000001,12.09426,12.637652000000001,13.08183,13.601518
7-2800265,,,,,,,0,0.63952,0.967964,1.1031680000000001,1.5303060000000002,1.942479,2.681083,3.150694,3.7947740000000003,4.155298,4.696350000000001,4.921141,5.9816270000000005,6.5642510000000005,6.968217,7.503162,7.896122,8.708782,9.161881,9.709835,10.039621,10.537650000000001,10.729903,10.891163,11.306741,11.804435,12.347827,12.792005,13.311693
8-2803682,,,,,,,,0,0.328444,0.463648,0.8907860000000001,1.302959,2.041563,2.511174,3.1552540000000002,3.515778,4.05683,4.2816209999999995,5.3421069999999995,5.9247309999999995,6.328696999999999,6.863641999999999,7.256601999999999,8.069261999999998,8.522360999999998,9.070314999999999,9.400101,9.89813,10.090383,10.251643,10.667221,11.164914999999999,11.708307,12.152484999999999,12.672172999999999
9-2807369,,,,,,,,,0,0.135204,0.562342,0.974515,1.713119,2.18273,2.82681,3.187334,3.728386,3.953177,5.013663,5.596287,6.000253,6.535197999999999,6.928158,7.740818,8.193917,8.741871000000002,9.071657000000002,9.569686000000003,9.761939000000002,9.923199000000002,10.338777000000002,10.836471000000001,11.379863000000002,11.824041000000001,12.343729000000002
10-2804135,,,,,,,,,,0,0.427138,0.8393109999999999,1.577915,2.047526,2.691606,3.05213,3.593182,3.8179730000000003,4.878459,5.461083,5.865049,6.3999939999999995,6.792954,7.605614,8.058713000000001,8.606667000000002,8.936453000000002,9.434482000000003,9.626735000000004,9.787995000000004,10.203573000000004,10.701267000000003,11.244659000000004,11.688837000000003,12.208525000000003
11-2803684,,,,,,,,,,,0,0.41217299999999996,1.150777,1.620388,2.264468,2.6249919999999998,3.166044,3.390835,4.451321,5.033945,5.437911,5.972856,6.365816000000001,7.178476000000001,7.631575000000001,8.179529,8.509315,9.007344000000002,9.199597,9.360857000000001,9.776435000000001,10.274129,10.817521000000001,11.261699,11.781387
12-2803685,,,,,,,,,,,,0,0.738604,1.208215,1.852295,2.212819,2.753871,2.9786620000000004,4.039148000000001,4.621772000000001,5.0257380000000005,5.560683000000001,5.953643000000001,6.7663030000000015,7.219402000000001,7.767356000000001,8.097142000000002,8.595171000000002,8.787424000000001,8.948684000000002,9.364262000000002,9.861956000000001,10.405348000000002,10.849526000000001,11.369214000000001
13-2803686,,,,,,,,,,,,,0,0.46961099999999995,1.113691,1.474215,2.015267,2.2400580000000003,3.3005440000000004,3.8831680000000004,4.287134,4.8220790000000004,5.215039000000001,6.027699000000001,6.480798000000001,7.028752000000001,7.358538000000001,7.856567000000001,8.048820000000001,8.210080000000001,8.625658000000001,9.123352,9.666744000000001,10.110922000000002,10.630610000000003
14-2803687,,,,,,,,,,,,,,0,0.64408,1.004604,1.5456560000000001,1.770447,2.830933,3.413557,3.817523,4.352468,4.745428,5.558088000000001,6.0111870000000005,6.559141,6.888927000000001,7.3869560000000005,7.5792090000000005,7.740469000000001,8.156047000000001,8.653741,9.197133000000001,9.641311000000002,10.160999000000002
15-2804667,,,,,,,,,,,,,,,0,0.36052399999999996,0.901576,1.1263670000000001,2.186853,2.769477,3.1734430000000002,3.7083880000000002,4.101348,4.914008,5.367107,5.915061,6.244847,6.742876,6.935129,7.096389,7.511967,8.009661,8.553053,8.997231,9.516919
16-2803688,,,,,,,,,,,,,,,,0,0.5410520000000001,0.765843,1.826329,2.4089530000000003,2.8129190000000004,3.3478640000000004,3.7408240000000004,4.553484,5.006583,5.554537,5.884323,6.382352,6.574605,6.735865,7.151443,7.6491370000000005,8.192529,8.636707000000001,9.156395000000002
17-2803689,,,,,,,,,,,,,,,,,0,0.224791,1.285277,1.867901,2.271867,2.806812,3.199772,4.0124319999999996,4.4655309999999995,5.013484999999999,5.343271,5.8412999999999995,6.0335529999999995,6.194813,6.610391,7.108085,7.651477,8.095655,8.615343000000001
18-2803690,,,,,,,,,,,,,,,,,,0,1.060486,1.64311,2.047076,2.582021,2.974981,3.7876410000000003,4.240740000000001,4.7886940000000005,5.118480000000001,5.616509000000001,5.808762000000001,5.970022000000001,6.385600000000001,6.883294000000001,7.426686000000001,7.870864000000001,8.390552000000001
19-2803691,,,,,,,,,,,,,,,,,,,0,0.582624,0.9865900000000001,1.521535,1.914495,2.727155,3.180254,3.728208,4.057994,4.556023,4.748276,4.909536,5.325114,5.822808,6.3662,6.810378,7.330066
20-2804136,,,,,,,,,,,,,,,,,,,,0,0.403966,0.938911,1.331871,2.144531,2.59763,3.145584,3.47537,3.9733989999999997,4.165652,4.326912,4.74249,5.240184,5.783576,6.227754,6.747442
21-2804665,,,,,,,,,,,,,,,,,,,,,0,0.534945,0.927905,1.7405650000000001,2.193664,2.741618,3.071404,3.5694329999999996,3.7616859999999996,3.9229459999999996,4.338524,4.836218,5.37961,5.8237879999999995,6.343476
22-2804138,,,,,,,,,,,,,,,,,,,,,,0,0.39296,1.2056200000000001,1.658719,2.206673,2.536459,3.0344879999999996,3.2267409999999996,3.3880009999999996,3.8035789999999996,4.301272999999999,4.844664999999999,5.288842999999999,5.8085309999999994
23-2804663,,,,,,,,,,,,,,,,,,,,,,,0,0.81266,1.265759,1.813713,2.143499,2.6415279999999997,2.8337809999999997,2.9950409999999996,3.4106189999999996,3.9083129999999997,4.451705,4.8958829999999995,5.415571
24-2804142,,,,,,,,,,,,,,,,,,,,,,,,0,0.453099,1.001053,1.330839,1.8288680000000002,2.021121,2.182381,2.597959,3.095653,3.639045,4.083223,4.602911000000001
25-2804145,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5479539999999999,0.87774,1.375769,1.568022,1.729282,2.14486,2.642554,3.185946,3.630124,4.149812
