순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804085,36-2806310,37-2804559,38-2804562,39-2804564,40-2804566,41-2806233,42-2804083,43-2804081,44-2804558,45-2806309,46-2804079,47-2804576,48-2806306,49-2804077,50-2804573,51-2804075
1-2800269,0,0.41885600000000006,0.775061,1.343418,1.730049,1.9700739999999999,2.1342399999999997,2.3960009999999996,2.7858639999999997,3.3335209999999997,3.5393429999999997,3.8124939999999996,4.0860639999999995,4.773737,5.677312,5.837807,6.387967,7.09026,7.531562,8.366773,8.805546,9.702931,11.017553999999999,11.452880999999998,11.873538999999997,12.383741999999998,12.934941999999998,13.172919999999998,13.710248999999997,13.976929999999998,14.473520999999998,14.847186999999998,15.695775999999999,16.524790999999997,16.978917999999997,17.462642999999996,17.824396999999998,18.284404,18.70759,19.147463,19.478951,19.844533,20.064801999999997,20.518318999999998,21.341393999999998,21.547323999999996,22.363096999999996,22.776253999999994,23.077988999999995,23.975431999999994,24.151401999999994
2-2805488,,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,2.9146650000000003,3.1204870000000002,3.393638,3.667208,4.354881,5.258456,5.418951,5.969111,6.671404,7.112706,7.947917,8.38669,9.284075,10.598697999999999,11.034025,11.454683,11.964886,12.516086,12.754064,13.291393,13.558074,14.054665,14.428331,15.27692,16.105935,16.560062,17.043787,17.405541,17.865548,18.288734,18.728607,19.060095,19.425677,19.645946,20.099463,20.922538,21.128467999999998,21.944240999999998,22.357397999999996,22.659132999999997,23.556575999999996,23.732545999999996
3-2807373,,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.55846,2.764282,3.037433,3.311003,3.9986759999999997,4.902251,5.062746,5.612906,6.315199,6.756501,7.591712,8.030485,8.92787,10.242493,10.67782,11.098478,11.608681,12.159881,12.397859,12.935188,13.201869,13.69846,14.072126,14.920715000000001,15.749730000000001,16.203857000000003,16.687582000000003,17.049336000000004,17.509343000000005,17.932529000000006,18.372402000000005,18.703890000000005,19.069472000000005,19.289741000000003,19.743258000000004,20.566333000000004,20.772263000000002,21.588036000000002,22.001193,22.302928,23.200371,23.376341
4-2800272,,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,1.990103,2.195925,2.469076,2.7426459999999997,3.430319,4.333894,4.494389,5.044549,5.746842,6.188144,7.0233550000000005,7.462128000000001,8.359513000000002,9.674136,10.109463000000002,10.530121000000001,11.040324000000002,11.591524000000001,11.829502000000002,12.366831000000001,12.633512000000001,13.130103000000002,13.503769000000002,14.352358000000002,15.181373000000002,15.635500000000002,16.119225000000004,16.480979000000005,16.940986000000006,17.364172000000007,17.804045000000006,18.135533000000006,18.501115000000006,18.721384000000004,19.174901000000006,19.997976000000005,20.203906000000003,21.019679000000004,21.432836,21.734571000000003,22.632014,22.807984
5-2803582,,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.603472,1.809294,2.082445,2.3560149999999997,3.0436879999999995,3.9472629999999995,4.107758,4.657918,5.360211,5.801513,6.636724,7.075497,7.972882,9.287505,9.722832,10.14349,10.653693,11.204893,11.442871,11.9802,12.246881,12.743472,13.117138,13.965727000000001,14.794742000000001,15.248869000000001,15.732594,16.094348,16.554355,16.977541000000002,17.417414,17.748902,18.114484,18.334753,18.78827,19.611345,19.817275,20.633048,21.046205,21.34794,22.245383,22.421353
6-2803603,,,,,,0,0.164166,0.42592700000000006,0.81579,1.3634469999999999,1.5692689999999998,1.8424199999999997,2.1159899999999996,2.8036629999999994,3.7072379999999994,3.8677329999999994,4.417892999999999,5.1201859999999995,5.561488,6.396699,6.835472,7.732857,9.04748,9.482807000000001,9.903465,10.413668000000001,10.964868000000001,11.202846000000001,11.740175,12.006856,12.503447000000001,12.877113000000001,13.725702000000002,14.554717000000002,15.008844000000002,15.492569000000001,15.854323,16.31433,16.737516000000003,17.177389,17.508877000000002,17.874459,18.094728,18.548245,19.37132,19.57725,20.393023,20.806179999999998,21.107915,22.005357999999998,22.181327999999997
7-2803602,,,,,,,0,0.261761,0.651624,1.199281,1.405103,1.678254,1.9518239999999998,2.6394969999999995,3.5430719999999996,3.7035669999999996,4.253727,4.95602,5.397322,6.232533,6.671306,7.568691,8.883314,9.318641,9.739298999999999,10.249502,10.800702,11.03868,11.576008999999999,11.84269,12.339281,12.712947,13.561536,14.390551,14.844678,15.328403,15.690157,16.150164,16.57335,17.013223,17.344711,17.710293,17.930562,18.384079,19.207154,19.413083999999998,20.228856999999998,20.642013999999996,20.943748999999997,21.841191999999996,22.017161999999995
8-2800274,,,,,,,,0,0.389863,0.9375199999999999,1.1433419999999999,1.416493,1.6900629999999999,2.3777359999999996,3.2813109999999996,3.4418059999999997,3.9919659999999997,4.694259,5.135561,5.970772,6.4095450000000005,7.30693,8.621553,9.05688,9.477538,9.987741,10.538941,10.776919,11.314248,11.580929,12.07752,12.451186,13.299775,14.12879,14.582917,15.066642,15.428396,15.888402999999998,16.311588999999998,16.751461999999997,17.082949999999997,17.448531999999997,17.668800999999995,18.122317999999996,18.945392999999996,19.151322999999994,19.967095999999994,20.380252999999996,20.681987999999997,21.579430999999996,21.755400999999996
9-2803847,,,,,,,,,0,0.547657,0.7534789999999999,1.02663,1.3001999999999998,1.9878729999999998,2.8914479999999996,3.0519429999999996,3.6021029999999996,4.304396,4.745698,5.580909,6.019682,6.917067,8.23169,8.667017000000001,9.087675,9.597878000000001,10.149078000000001,10.387056000000001,10.924385000000001,11.191066000000001,11.687657000000002,12.061323000000002,12.909912000000002,13.738927000000002,14.193054000000002,14.676779000000002,15.038533000000001,15.49854,15.921726,16.361599,16.693087,17.058669,17.278937999999997,17.732454999999998,18.555529999999997,18.761459999999996,19.577232999999996,19.990389999999998,20.292125,21.189567999999998,21.365537999999997
10-2803599,,,,,,,,,,0,0.20582199999999998,0.478973,0.752543,1.440216,2.343791,2.504286,3.054446,3.756739,4.198041,5.033252,5.472025,6.36941,7.684033,8.11936,8.540018,9.050221,9.601421,9.839399,10.376728,10.643409,11.14,11.513666,12.362255000000001,13.191270000000001,13.645397,14.129122,14.490876,14.950883,15.374068999999999,15.813941999999999,16.145429999999998,16.511011999999997,16.731280999999996,17.184797999999997,18.007872999999996,18.213802999999995,19.029575999999995,19.442732999999997,19.744467999999998,20.641910999999997,20.817880999999996
