순번_정류장ID,36-2804279,37-2804277,38-2804638,39-2803726,40-2803727,41-2803729,42-2803731,43-2803733,44-2804300,45-2803738,46-2807372,47-2803736,48-2803739,49-2803700,50-2803699,51-2803697,52-2803695,53-2803693,54-2804775,55-2803741,56-2803742,57-2803743,58-2803744,59-2804666,60-2803745,61-2803746,62-2803747,63-2803748,64-2804688,65-2807370,66-2803604,67-2800266,68-2807368,69-2804602,70-2803580,71-2800263,72-2800267,73-2804032
47-2803736,,,,,,,,,,,,0,0.164432,0.485762,0.842748,1.270418,1.587887,1.818932,2.6166840000000002,3.63465,3.90817,4.4785070000000005,4.782729000000001,5.435983,5.9126,6.644415,7.050473,7.483808,7.618741,7.932489,8.606876,8.908023,9.13446,9.283628,9.503639,9.755662,10.394386999999998,10.590484999999997
48-2803739,,,,,,,,,,,,,0,0.32133,0.678316,1.1059860000000001,1.4234550000000001,1.6545,2.452252,3.470218,3.743738,4.314075,4.618297,5.2715510000000005,5.748168000000001,6.479983000000001,6.8860410000000005,7.319376,7.454309,7.768057000000001,8.442444,8.743591,8.970028000000001,9.119196,9.339207,9.59123,10.229955,10.426053
49-2803700,,,,,,,,,,,,,,0,0.356986,0.784656,1.102125,1.33317,2.130922,3.148888,3.422408,3.9927449999999998,4.2969669999999995,4.950220999999999,5.426837999999999,6.158652999999999,6.564710999999999,6.998045999999999,7.132978999999999,7.446726999999999,8.121113999999999,8.422260999999999,8.648698,8.797865999999999,9.017876999999999,9.269899999999998,9.908624999999997,10.104722999999996
50-2803699,,,,,,,,,,,,,,,0,0.42767,0.745139,0.9761839999999999,1.773936,2.791902,3.065422,3.6357589999999997,3.9399809999999995,4.593235,5.069852,5.801667,6.207725,6.6410599999999995,6.775993,7.089741,7.764128,8.065275,8.291712,8.44088,8.660891,8.912913999999999,9.551638999999998,9.747736999999997
51-2803697,,,,,,,,,,,,,,,,0,0.317469,0.548514,1.346266,2.364232,2.637752,3.2080889999999997,3.5123109999999995,4.165564999999999,4.642181999999999,5.373996999999999,5.780054999999999,6.213389999999999,6.348322999999999,6.662070999999999,7.3364579999999995,7.637605,7.8640419999999995,8.013209999999999,8.233220999999999,8.485243999999998,9.123968999999999,9.320066999999998
52-2803695,,,,,,,,,,,,,,,,,0,0.23104499999999997,1.028797,2.046763,2.320283,2.8906199999999997,3.1948419999999995,3.8480959999999995,4.324712999999999,5.056527999999999,5.462585999999999,5.8959209999999995,6.030854,6.344602,7.018989,7.320136000000001,7.546573,7.695741000000001,7.915752000000001,8.167775,8.8065,9.002597999999999
53-2803693,,,,,,,,,,,,,,,,,,0,0.797752,1.815718,2.089238,2.659575,2.9637969999999996,3.6170509999999996,4.093667999999999,4.825482999999999,5.231540999999999,5.664876,5.799809,6.113557,6.787944,7.089091000000001,7.3155280000000005,7.464696000000001,7.684707000000001,7.936730000000002,8.575455000000002,8.771553
54-2804775,,,,,,,,,,,,,,,,,,,0,1.017966,1.291486,1.8618229999999998,2.1660449999999996,2.8192989999999996,3.2959159999999996,4.027730999999999,4.433788999999999,4.867123999999999,5.002056999999999,5.315804999999999,5.9901919999999995,6.291339,6.517776,6.666944,6.886955,7.138978000000001,7.777703000000001,7.973801000000001
55-2803741,,,,,,,,,,,,,,,,,,,,0,0.27352,0.843857,1.148079,1.801333,2.27795,3.0097650000000002,3.415823,3.849158,3.9840910000000003,4.297839000000001,4.972226000000001,5.273373000000001,5.499810000000001,5.648978000000001,5.868989000000002,6.121012000000002,6.759737000000002,6.955835000000002
56-2803742,,,,,,,,,,,,,,,,,,,,,0,0.570337,0.874559,1.527813,2.00443,2.7362450000000003,3.142303,3.575638,3.7105710000000003,4.024319,4.6987060000000005,4.999853000000001,5.2262900000000005,5.375458000000001,5.595469000000001,5.847492000000002,6.486217000000002,6.682315000000002
57-2803743,,,,,,,,,,,,,,,,,,,,,,0,0.304222,0.957476,1.434093,2.165908,2.5719659999999998,3.005301,3.140234,3.453982,4.128369,4.4295160000000005,4.655953,4.805121000000001,5.025132000000001,5.277155000000001,5.915880000000001,6.1119780000000015
58-2803744,,,,,,,,,,,,,,,,,,,,,,,0,0.653254,1.129871,1.8616860000000002,2.267744,2.701079,2.836012,3.14976,3.824147,4.125294,4.351731,4.500899,4.720910000000001,4.972933000000001,5.611658000000001,5.807756000000001
59-2804666,,,,,,,,,,,,,,,,,,,,,,,,0,0.476617,1.208432,1.61449,2.047825,2.182758,2.496506,3.170893,3.47204,3.6984769999999996,3.8476449999999995,4.0676559999999995,4.319679,4.958404,5.154502
60-2803745,,,,,,,,,,,,,,,,,,,,,,,,,0,0.731815,1.137873,1.571208,1.706141,2.019889,2.694276,2.9954229999999997,3.2218599999999995,3.3710279999999995,3.5910389999999994,3.8430619999999993,4.481786999999999,4.677884999999999
61-2803746,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.406058,0.8393930000000001,0.974326,1.288074,1.9624609999999998,2.2636079999999996,2.4900449999999994,2.6392129999999994,2.8592239999999993,3.111246999999999,3.749971999999999,3.9460699999999993
62-2803747,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.433335,0.568268,0.882016,1.556403,1.85755,2.083987,2.233155,2.453166,2.705189,3.343914,3.540012
63-2803748,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.134933,0.448681,1.123068,1.424215,1.650652,1.79982,2.019831,2.271854,2.910579,3.106677
64-2804688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.313748,0.988135,1.289282,1.515719,1.664887,1.884898,2.136921,2.775646,2.971744
65-2807370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.674387,0.9755339999999999,1.201971,1.3511389999999999,1.5711499999999998,1.8231729999999997,2.4618979999999997,2.657996
66-2803604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.301147,0.527584,0.676752,0.896763,1.1487859999999999,1.7875109999999999,1.983609
67-2800266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.226437,0.37560499999999997,0.5956159999999999,0.8476389999999999,1.486364,1.6824620000000001
68-2807368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.149168,0.36917900000000003,0.621202,1.259927,1.456025
69-2804602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.220011,0.472034,1.110759,1.306857
70-2803580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.252023,0.890748,1.086846
71-2800263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.638725,0.834823
72-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.196098
73-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
